"Source","Toggle Comment","Ctrl+7","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Navigate","Open Maven POM","Alt+Shift+P","In Windows","org.eclipse.m2e.core.ui.command.openPom"
"Edit","Toggle Comment","Ctrl+Shift+C","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.toggle.comment"
"Terminal view commands","Terminal view insert","Alt+S","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Window","(Re)start","Ctrl+Alt+Shift+B, R","In Windows","org.springframework.ide.eclipse.boot.dash.boot.dash.RestartAction"
"Edit","Word Completion","Alt+/","Editing Text","org.eclipse.ui.edit.text.hippieCompletion"
"Terminal view commands","Terminal view insert","Alt+V","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Navigate","Open Type","Ctrl+Shift+T","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.navigate.open.type"
"Text Editing","Zoom Out","Ctrl+-","Editing Text","org.eclipse.ui.edit.text.zoomOut"
"Edit","Format","Ctrl+Shift+F","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.format.document"
"Window","Toggle Split Editor (Vertical)","Ctrl+{","In Windows","org.eclipse.ui.window.splitEditor"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows","org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.show.outline"
"Terminal view commands","Terminal view insert","Alt+W","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Move Lines Down","Alt+Down","Editing Text","org.eclipse.ui.edit.text.moveLineDown"
"Search","References in Workspace","Ctrl+Shift+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace"
"Edit","Cut","Shift+Delete","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"Terminal view commands","Terminal view insert","Alt+T","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.quickOutlineCommand"
"File","Close","Ctrl+W","In Windows","org.eclipse.ui.file.close"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.block.comment"
"Window","Find Actions","Ctrl+3","In Windows","org.eclipse.ui.window.quickAccess"
"Terminal view commands","Terminal view insert","Alt+C","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Terminal view commands","Paste","Ctrl+Shift+V","Terminal Control in Focus","org.eclipse.tm.terminal.paste"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View","org.eclipse.debug.ui.commands.closeRendering"
"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows","org.eclipse.ui.edit.text.contentAssist.proposals"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows","org.eclipse.ui.window.previousPerspective"
"Navigate","Open Plug-in Artifact","Ctrl+Shift+A","In Windows","org.eclipse.pde.ui.openPluginArtifact"
"Source","Quick Assist - Assign to variable in new try-with-resources block","Ctrl+2, T","Editing Java Source","org.eclipse.jdt.ui.correction.assignInTryWithResources.assist"
"Run/Debug","Force Return","Alt+Shift+F","In Windows","org.eclipse.jdt.debug.ui.commands.ForceReturn"
"Emmet","Toggle Comment","Ctrl+Shift+/","Editing Text","io.emmet.eclipse.commands.toggle_comment"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source","org.eclipse.jdt.ui.correction.renameInFile.assist"
"Text Editing","Line End","End","Editing Text","org.eclipse.ui.edit.text.goto.lineEnd"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering","org.eclipse.debug.ui.command.nextpage"
"Terminal view commands","Terminal view insert","Alt+E","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Terminal view commands","Copy","Ctrl+Shift+C","Terminal Control in Focus","org.eclipse.tm.terminal.copy"
"Run/Debug","Debug on Server","Alt+Shift+D, R","In Windows","org.eclipse.wst.server.launchShortcut.debug"
"Navigate","Open Structure","Ctrl+F3","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.navigate.java.open.structure"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.import"
"Run/Debug","Run Maven Build","Alt+Shift+X, M","In Windows","org.eclipse.m2e.core.pomFileAction.run"
"Run/Debug","Debug Spring Boot App","Alt+Shift+D, B","In Windows","org.springsource.ide.eclipse.boot.BootLaunchShortcut.debug"
"Text Editing","Text End","Ctrl+End","Editing Text","org.eclipse.ui.edit.text.goto.textEnd"
"Navigate","Next","Ctrl+.","In Windows","org.eclipse.ui.navigate.next"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows","org.eclipse.ant.ui.antShortcut.run"
"Run/Debug","Step Return","F7","Debugging","org.eclipse.debug.ui.commands.StepReturn"
"Edit","Next Sibling","Ctrl+Shift+Down","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.nextSibling"
"Run/Debug","Run Spring Boot App","Alt+Shift+X, B","In Windows","org.springsource.ide.eclipse.boot.BootLaunchShortcut.run"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.search.find.occurrences"
"Source","Quick Assist - Assign to var","Ctrl+2, F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToField.assist"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"Emmet","Previous Edit Point","Ctrl+Alt+[","Editing Text","io.emmet.eclipse.commands.prev_edit_point"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text","org.eclipse.ui.edit.text.smartEnterInverse"
"Language Servers","Go to Symbol in File","Ctrl+O","Editing Text","org.eclipse.lsp4e.symbolinfile"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows","org.eclipse.jdt.ui.edit.text.java.open.external.javadoc"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket"
"Navigate","Quick Outline","Ctrl+O","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.show.outline"
"Text Editing","Open Hyperlink","F3","in Generic Code Editor","org.eclipse.ui.edit.text.open.hyperlink"
"Views","Refresh View (Gradle Tasks)","F5","In Gradle Tasks View","org.eclipse.buildship.ui.commands.refreshtaskview"
"Edit","Find Previous","Ctrl+Shift+K","In Windows","org.eclipse.ui.edit.findPrevious"
"Window","Previous View","Ctrl+Shift+F7","In Windows","org.eclipse.ui.window.previousView"
"Run/Debug","EOF","Ctrl+Z","In I/O Console","org.eclipse.debug.ui.commands.eof"
"Quick Search","Quick Search","Ctrl+Alt+Shift+L","In Windows","org.eclipse.text.quicksearch.commands.quicksearchCommand"
"Run/Debug","Run Gradle Test","Ctrl+Alt+X, G","In Windows","org.eclipse.buildship.ui.shortcut.test.run"
"Edit","Move","Alt+Shift+V","Editing JSP Source","org.eclipse.jst.jsp.ui.refactor.move"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows","org.eclipse.jdt.junit.junitShortcut.run"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows","org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"Navigate","Previous","Ctrl+,","In Windows","org.eclipse.ui.navigate.previous"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows","org.eclipse.ui.navigate.collapseAll"
"Navigate","Previous Page","Alt+Shift+F7","In Windows","org.eclipse.ui.part.previousPage"
"Navigate","Go to Line","Ctrl+L","Editing Text","org.eclipse.ui.edit.text.goto.line"
"Terminal view commands","Terminal view insert","Alt+H","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Edit","Matching Tag","Ctrl+Shift+>","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.gotoMatchingTag"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.local.variable"
"Terminal view commands","Quick Access","Alt+Right","Terminal Control in Focus","org.eclipse.tm.terminal.quickaccess"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text","org.eclipse.ui.edit.text.upperCase"
"Source","Open Declaration","F3","Editing Ant Buildfiles","org.eclipse.ant.ui.open.declaration.command"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging","org.eclipse.jdt.debug.ui.commands.StepIntoSelection"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View","org.eclipse.debug.ui.commands.addMemoryMonitor"
"Window","Select Maven Profiles","Ctrl+Alt+P","In Windows","org.eclipse.m2e.profiles.ui.commands.selectMavenProfileCommand"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Edit","Add Maven Dependency","Ctrl+Shift+D","Editing XML Source","org.eclipse.m2e.core.ui.command.addDependency"
"Source","Format","Ctrl+Shift+F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.format"
"Source","Toggle Comment","Ctrl+7","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows","org.eclipse.ui.views.showView"
"Inline Search","Show Inline Search","Ctrl+F","Editing Text","com.genuitec.eclipse.inlinesearch.commands.showFindReplaceBarCommand"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.remove.block.comment"
"File","Save All","Ctrl+Shift+S","In Windows","org.eclipse.ui.file.saveAll"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text","org.eclipse.ui.edit.text.select.wordPrevious"
"Terminal view commands","Terminal view insert","Alt+P","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Edit","Add Maven Plugin","Ctrl+Shift+P","Editing XML Source","org.eclipse.m2e.core.ui.command.addPlugin"
"Text Editing","Show Tooltip Description","F2","Editing Text","org.eclipse.ui.edit.text.showInformation"
"Edit","Paste","Shift+Insert","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Terminal view commands","Terminal view insert","Alt+Y","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows","org.eclipse.pde.ui.openManifest"
"Edit","Select Next Element","Alt+Shift+Right","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.next"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.toggle"
"Window","Show System Menu","Alt+-","In Windows","org.eclipse.ui.window.showSystemMenu"
"Navigate","Next Page","Alt+F7","In Windows","org.eclipse.ui.part.nextPage"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows","org.eclipse.ui.views.showView"
"Emmet","Remove Tag","Ctrl+Shift+I","Editing Text","io.emmet.eclipse.commands.remove_tag"
"File","Print","Ctrl+P","In Windows","org.eclipse.ui.file.print"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View","org.eclipse.jdt.debug.ui.breakpoint.properties"
"Edit","Add Block Comment","Ctrl+Shift+/","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.add.block.comment"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles","org.eclipse.ant.ui.renameInFile"
"Navigate","Open Type Hierarchy","F4","In Windows","org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy"
"Edit","Find and Replace","Ctrl+F","In Windows","org.eclipse.ui.edit.findReplace"
"Inline Search","Delete Next Word","Ctrl+Delete","Inline Search is Active","com.genuitec.eclipse.inlinesearch.delete.next"
"Navigate","Show In...","Alt+Shift+W","In Windows","org.eclipse.ui.navigate.showInQuickMenu"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering","org.eclipse.debug.ui.command.gotoaddress"
"Text Editing","Select Next Word","Ctrl+Shift+Right","Editing Text","org.eclipse.ui.edit.text.select.wordNext"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"Inline Search","Open Replace Bar","Ctrl+Down","Inline Search is Active","com.genuitec.eclipse.inlinesearch.replace.toggle.open"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text","org.eclipse.ui.edit.text.folding.collapse"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows","org.eclipse.ui.views.showView"
"Run/Debug","Step Over","F6","Debugging","org.eclipse.debug.ui.commands.StepOver"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Navigate","Matching Character","Ctrl+Shift+P","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.goto.matching.bracket"
"Manifest Editor Source","Format Source","Ctrl+Shift+F","PDE editor","org.eclipse.pde.ui.edit.text.format"
"Edit","Add Im&port","Ctrl+Shift+M","Editing JSP Source","org.eclipse.jst.jsp.ui.add.imports"
"Window","Quick Switch Editor","Ctrl+E","In Windows","org.eclipse.ui.window.openEditorDropDown"
"Emmet","Match Pair Outward","Ctrl+D","Editing Text","io.emmet.eclipse.commands.match_pair_outward"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Source","Toggle Comment","Ctrl+Shift+C","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Navigate","Open External JSDoc","Shift+F2","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.external.javadoc"
"Source","Organize Imports","Ctrl+Shift+O","In Windows","org.eclipse.jdt.ui.edit.text.java.organize.imports"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text","org.eclipse.ui.edit.text.toggleInsertMode"
"Text Editing","Toggle Overwrite","Insert","Editing Text","org.eclipse.ui.edit.text.toggleOverwrite"
"Run/Debug","Use Step Filters","Shift+F5","In Windows","org.eclipse.debug.ui.commands.ToggleStepFilters"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.last"
"Edit","Cut","Ctrl+X","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"File","Move...","Alt+Shift+V","Project Explorer +","org.eclipse.ui.edit.move"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows","org.eclipse.jdt.ui.navigate.open.type.in.hierarchy"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows","org.eclipse.jdt.ui.edit.text.java.move.element"
"Search","Declaration in Workspace","Ctrl+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows","org.eclipse.debug.ui.commands.ToggleBreakpoint"
"Search","Declaration in Workspace","Ctrl+G","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.search.declarations.in.workspace"
"YEdit","Toggle Comment","Ctrl+/","YEdit editor context","org.dadacoalition.yedit.commands.toggleComment"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.restore"
"Navigate","Previous Tab","Ctrl+Shift+Tab","In Dialogs and Windows","org.eclipse.ui.navigate.previousTab"
"TM4E Language Configuration","Add Block Comment","Ctrl+Shift+/","Editing Text","org.eclipse.tm4e.languageconfiguration.addBlockCommentCommand"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"Text Editing","Insert Line Below Current Line","Ctrl+Enter","Editing Text","org.eclipse.ui.edit.text.smartEnter"
"Edit","Context Information","Ctrl+Shift+Space","In Dialogs and Windows","org.eclipse.ui.edit.text.contentAssist.contextInformation"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Text Editing","Select Line Start","Shift+Home","Editing Text","org.eclipse.ui.edit.text.select.lineStart"
"Server","Debug","Ctrl+Alt+D","In Servers View","org.eclipse.wst.server.debug"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.format.active.elements"
"Navigate","Next Tab","Ctrl+Tab","In Dialogs and Windows","org.eclipse.ui.navigate.nextTab"
"TM4E Language Configuration","Remove Block Comment","Ctrl+Shift+\","Editing Text","org.eclipse.tm4e.languageconfiguration.removeBlockCommentCommand"
"Git","Quick Outline","Ctrl+O","In Diff Viewer","org.eclipse.egit.ui.commit.DiffEditorQuickOutlineCommand"
"Run/Debug","Execute","Ctrl+U","In Windows","org.eclipse.jdt.debug.ui.commands.Execute"
"Run/Debug","Debug","Ctrl+Shift+A","In Windows","org.eclipse.debug.ui.commands.DebugLast"
"Navigate","Open Declaration","F3","In Windows","org.eclipse.jdt.ui.edit.text.java.open.editor"
"Inline Search","Delete Previous Word","Ctrl+Backspace","Inline Search is Active","com.genuitec.eclipse.inlinesearch.delete.previous"
"Run/Debug","Run on Server","Alt+Shift+X, R","In Windows","org.eclipse.wst.server.launchShortcut.run"
"Project","Build All","Ctrl+B","In Windows","org.eclipse.ui.project.buildAll"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows","org.eclipse.ui.window.showKeyAssist"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source","org.eclipse.jdt.ui.edit.text.remove.occurrence.annotations"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows","org.eclipse.debug.ui.commands.SkipAllBreakpoints"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.goto.matching.bracket"
"Navigate","Go to Previous Member","Ctrl+Shift+Up","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.previous.member"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.next.member"
"Run/Debug","New Rendering","Ctrl+N","In Memory View","org.eclipse.debug.ui.commands.newRendering"
"Source","Toggle Comment","Ctrl+/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Edit","Toggle Word Wrap","Alt+Shift+Y","Editing Text","org.eclipse.ui.edit.text.toggleWordWrap"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows","org.eclipse.ui.window.previousEditor"
"Terminal view commands","Terminal view insert","Alt+G","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Server","Run","Ctrl+Shift+S","In Servers View","org.eclipse.wst.server.run"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToLocal.assist"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows","org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows","org.eclipse.jdt.debug.ui.commands.Inspect"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text","org.eclipse.ui.edit.text.lowerCase"
"Text Editing","Zoom In","Ctrl+=","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Run/Debug","Debug Ant Build","Alt+Shift+D, Q","In Windows","org.eclipse.ant.ui.antShortcut.debug"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows","org.eclipse.ui.views.showView"
"Edit","Select Previous Element","Alt+Shift+Left","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.previous"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows","org.eclipse.ui.edit.redo"
"Window","Stop","Ctrl+Alt+Shift+B, S","In Windows","org.springframework.ide.eclipse.boot.dash.boot.dash.StopAction"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows","org.eclipse.ui.views.showView"
"TM4E Language Configuration","Toggle Line Comment","Ctrl+Shift+C","Editing Text","org.eclipse.tm4e.languageconfiguration.toggleLineCommentCommand"
"YEdit","Format","Ctrl+Shift+F","YEdit editor context","org.dadacoalition.yedit.command.formatDocument"
"Terminal view commands","Terminal view insert","Alt+A","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Terminal view commands","Terminal view insert","Alt+B","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text","org.eclipse.ui.edit.text.deletePreviousWord"
"Edit","Delete","Delete","In Windows","org.eclipse.ui.edit.delete"
